Filename,CGMech
Kaba_12.pdf.txt,10
Kaba_13.pdf.txt,10
Kaba_14.pdf.txt,10
Kaba_2002-2003.pdf.txt,9
Kaba_annual-report-2003-2004.pdf.txt,9
Kaba_annual-report-2004-2005.pdf.txt,10
Kaba_annual-report-2005-2006.pdf.txt,10
Kaba_annual-report-2006-2007.pdf.txt,10
Kaba_annual-report-2007-2008.pdf.txt,10
Kaba_annual-report-2008-2009.pdf.txt,10
Kaba_annual-report-2009-2010.pdf.txt,10
Kaba_Annual-Report-2018-_-2019_en.pdf.txt,10
Kaba_annual-report-fy-2014-2015.pdf.txt,10
Kaba_annual-report-fy-2015-2016.pdf.txt,10
Kaba_annual-report-fy-2016-2017-en.pdf.txt,10
Kardex_Annual_Report_2016.pdf.txt,7
Kardex02.pdf.txt,4
Kardex03.pdf.txt,4
Kardex04.pdf.txt,6
Kardex05.pdf.txt,7
Kardex06.pdf.txt,9
Kardex07.pdf.txt,10
Kardex08.pdf.txt,9
Kardex09.pdf.txt,10
Kardex10.pdf.txt,10
Kardex11.pdf.txt,8
Kardex12.pdf.txt,8
Kardex13.pdf.txt,8
Kardex14.pdf.txt,8
Kardex15_englisch_Web_0803.pdf.txt,8
Kardex17.pdf.txt,8
Klingelnberg_Annual_Report_2018_19.pdf.txt,8
Klingelnberg_Annual_Report_2019_20.pdf.txt,8
Komax_02 Komax ä__ Success through ... - Komax Group.pdf.txt,9
Komax_03 Increasing Automation - Komax Group.pdf.txt,9
Komax_04 - Komax Group.pdf.txt,9
Komax_06 - Komax Group.pdf.txt,9
Komax_13.pdf.txt,10
Komax_14.pdf.txt,10
Komax_2008.pdf.txt,9
Komax_2010.pdf.txt,9
Komax_2014_Final.pdf.txt,10
Komax_2016_EN_komplett_WEB_.pdf.txt,10
Komax_2017.txt,10
Komax_2018_EN_WEB.pdf.txt,10
Komax11.pdf.txt,10
Komax12.pdf.txt,10
KTM-Industries-AG_2018-Annual-Report.txt,8
Kudelski Group_2017_Annual Report.pdf.txt,8
Kudelski Group_RA_2014_E.pdf.txt,8
Kudelski Group_RA_2015_E_0.pdf.txt,8
Kudelski Group_RA_2016_E.pdf.txt,8
Kudelski_2002.pdf.txt.txt,6
Kudelski_2003.pdf.txt.txt,8
Kudelski_2004.pdf.txt.txt,9
Kudelski_2005.pdf.txt.txt,9
Kudelski_2006.pdf.txt.txt,8
Kudelski_2007.pdf.txt.txt,7
Kudelski_2008.pdf.txt.txt,8
Kudelski_2009.pdf.txt.txt,8
Kudelski_2010.pdf.txt.txt,8
Kudelski_2011.pdf.txt.txt,8
Kudelski_2012.pdf.txt.txt,8
Kudelski_2013.pdf.txt.txt,8
Kudelski_2019_Group_Annual Report.pdf.txt,8
Kudelski_Group_2018_Annual_Report.pdf.txt,8
Kuehne Nagel _2016_AnnualReport.txt,9
Kuehne Nagel_2014_Annual_Report_English.pdf.txt,10
Kuehne Nagel_2015_Annual_Report_English.pdf.txt,10
Kuehne Nagel_2017_AnnualReport.txt,9
Kuehne Nagel_2018_AnnualReport.txt,9
KÙhneNagel03.pdf.txt,9
KÙhneNagel04.pdf.txt,9
KÙhneNagel05.pdf.txt,9
KÙhneNagel06.pdf.txt,9
KÙhneNagel07.pdf.txt,9
KÙhneNagel08.pdf.txt,9
KÙhneNagel09.pdf.txt,9
KÙhneNagel10.pdf.txt,9
KÙhneNagel11.pdf.txt,10
KÙhneNagel12.pdf.txt,10
KÙhneNagel13.pdf.txt,9
KÙhneNagel-2019.txt,9
Kuoni02.pdf.txt,5
Kuoni03.pdf.txt,10
Kuoni04.pdf.txt,9
kuoni04_financial_report_2004_e_0.pdf.txt,9
Kuoni05.pdf.txt,10
kuoni05_financial_report_2005_e_0.pdf.txt,10
Kuoni06.pdf.txt,10
kuoni06_financial_report_2006_e_0.pdf.txt,10
Kuoni07.pdf.txt,10
kuoni07_financial_report_2007_e_0.pdf.txt,10
Kuoni09.pdf.txt,8
Kuoni10.pdf.txt,8
Kuoni11_financial.pdf.txt,10
Kuoni11_market.pdf.txt,10
Kuoni12_financial.pdf.txt,10
Kuoni12_market.pdf.txt,10
Kuoni13_financial.pdf.txt,10
Kuoni13_governance.pdf.txt,10
Kuoni13_market.pdf.txt,10
Kuoni14_financial.pdf.txt,10
Kuoni14_governance.pdf.txt,10
Kuoni14_market.pdf.txt,10
lafargeholcim_AR_2015.pdf.txt,10
lafargeholcim_AR_2016.pdf.txt,10
lafargeholcim_AR_2017.pdf.txt,10
lafargeholcim_AR_2018.pdf.txt,10
lafargeholcim_AR_2019.pdf.txt,10
Lalique_Annual_Report_2019_Long_Version.pdf.txt,6
Lalique_version_Annual_Report_2018.txt,6
Landis_Gyr_Annual_Report_2019_EN.pdf.txt,9
Landis_Gyr_AnnualReport_2018_complete_web.pdf.txt,9
Landis_Gyr_AnnualReport2017_Full_Version.pdf.txt,8
lastminute14.pdf.txt,9
lastminute15_web_lv.pdf.txt,9
lastminute16_web_.pdf.txt,8
lastminute17.pdf.txt,8
lastminute18.pdf.txt,9
lastminute19-v3.pdf.txt,9
LEM FR 2018.pdf.txt,8
LEM FR 2019.pdf.txt,8
LEM RA 2015.pdf.txt,8
LEM RA 2016.pdf.txt,8
LEM RA 2017.pdf.txt,8
LEM RA 2018.pdf.txt,8
LEM_2011.txt,10
LEM_2012.pdf.txt,9
LEM_2013.pdf.txt,8
LEM_2014.pdf.txt,8
LEM_Annual_Report10_11_B_web.pdf.txt,8
Lem02.pdf.txt,5
Lem04.pdf.txt,9
Lem05.txt,10
Lem06.pdf.txt,10
Lem07.pdf.txt,10
Lem08.pdf.txt,9
Lem09.pdf.txt,8
Lem10.pdf.txt,8
Logitech RA 2015.pdf.txt,10
Logitech RA 2016.pdf.txt,10
Logitech RA 2017.pdf.txt,10
Logitech RA 2018.pdf.txt,10
Logitech RA 2019.pdf.txt,10
Logitech_2011.pdf.txt,10
Logitech_2012.pdf.txt,10
Logitech_2013.pdf.txt,10
Logitech_2014.pdf.txt,10
Logitech03.pdf.txt,10
Logitech04.pdf.txt,10
Logitech05.pdf.txt,10
Logitech06.pdf.txt,9
Logitech07.pdf.txt,9
Logitech08.pdf.txt,8
Logitech09.pdf.txt,8
Logitech10.pdf.txt,8
Lonza RA 2013.pdf.txt,10
Lonza RA 2015 (Financial Overview).pdf.txt,10
Lonza RA 2016.pdf.txt,10
Lonza RA 2017.pdf.txt,10
Lonza RA 2019.pdf.txt,9
Lonza_2002.pdf.txt,9
Lonza_2003_Annual_Report_e.pdf.txt,9
Lonza_2004_Annual_Report_e.pdf.txt,10
Lonza_2005_Full_year_report_e.pdf.txt,10
Lonza_2006_Full_Year_Report_e.pdf.txt,10
Lonza_2007_Activity_Report_e.pdf.txt,10
Lonza_2008_Activity_Report_e.pdf.txt,9
Lonza_2009_Activity_Report_e.pdf.txt,10
Lonza_2010_Activities_e.pdf.txt,10
Lonza_2011_Annual_Report_EN.pdf.txt,10
Lonza_2012.pdf.txt,10
Lonza_AR_2014.pdf.txt,10
Lonza_AR_2014_Financial_Overview.pdf.txt,10
Medacta_2019-annual-report.pdf.txt,7
Medartis_2018_annual_report.pdf.txt,9
Medartis_2019_Annual_Report.pdf.txt,9
Metall Zug AG RA 2008.pdf.txt,7
Metall Zug AG RA 2009.pdf.txt,7
Metall Zug AG RA 2010.pdf.txt,7
Metall Zug AG RA 2011.pdf.txt,7
Metall Zug AG RA 2012.pdf.txt,7
Metall Zug AG RA 2013.pdf.txt,7
Metall Zug AG RA 2014.pdf.txt,7
Metall Zug AG RA 2015.pdf.txt,7
Metall Zug AG RA 2016.pdf.txt,7
Metall Zug AG RA 2017.pdf.txt,7
Metall Zug AG RA 2018.pdf.txt,7
Metall Zug AG RA 2019.pdf.txt,7
MetallZug04.pdf.txt,3
MetallZug05.pdf.txt,4
MetallZug06.pdf.txt,4
MetallZug07.pdf.txt,5
Metraux_2002.pdf.txt,3
Metraux_2003.pdf.txt,3
Metraux_2005_Financial Statements.pdf.txt,6
Metraux_2007_Financial Statements.pdf.txt,6
Metraux_2008.pdf.txt,2
Meyer Burger_2012_Fiscal_Year_Report.pdf.txt,10
Meyer Burger_2015_Fiscal_Year_Report.pdf.txt,10
Meyer Burger_2016_Fiscal_Year_Report.pdf.txt,10
Meyer Burger_2017_Fiscal_Year_Report.pdf.txt,10
Meyer Burger_2018_Fiscal_Year_Report.pdf.txt,10
Meyer Burger_2019_Fiscal_Year_Report.pdf.txt,10
Meyer_2014_Fiscal_Year_Report.pdf.txt,9
Meyer_Burger_2013_Fiscal_Year_Report.pdf.txt,10
Micronas_13.pdf.txt,10
Micronas_14.txt,9
Micronas02.pdf.txt,6
Micronas03.txt,9
Micronas04.pdf.txt,10
Micronas05.pdf.txt,10
Micronas06.pdf.txt,10
Micronas07.pdf.txt,9
Micronas08.pdf.txt,10
Micronas09.pdf.txt,8
Micronas10.pdf.txt,9
Micronas11.pdf.txt,10
Micronas12.pdf.txt,10
Mikron RA 2013.pdf.txt,6
Mikron RA 2014.pdf.txt,6
Mikron RA 2015.pdf.txt,6
Mikron RA 2016.pdf.txt,7
Mikron RA 2017.pdf.txt,7
Mikron RA 2018.pdf.txt,7
Mikron RA 2019.pdf.txt,8
mikron_financial_report_2002_e.pdf.txt,4
Mikron02.pdf.txt,4
Mikron03.pdf.txt,4
Mikron04.pdf.txt,5
Mikron06.pdf.txt,7
Mikron08.pdf.txt,9
Mikron09.pdf.txt,6
Mikron10.pdf.txt,8
Mikron11.pdf.txt,8
Mikron12.pdf.txt,7
Mobilezone RA 2015.pdf.txt,5
Mobilezone RA 2016.pdf.txt,5
Mobilezone RA 2017.pdf.txt,5
Mobilezone RA 2018.pdf.txt,7
Mobilezone RA 2019.pdf.txt,7
MobileZone_13.pdf.txt,4
MobileZone_14.pdf.txt,4
MobileZone02.txt,5
mobilezone03.txt,3
MobileZone04.txt,3
MobileZone05.txt,3
MobileZone06.txt,3
MobileZone07.txt,3
MobileZone08.txt,5
MobileZone09.pdf.txt,5
MobileZone10.txt,5
MobileZone11.pdf.txt,5
MobileZone12En.pdf.txt,4
Mobimo_13.pdf.txt,10
Mobimo_14.pdf.txt,10
Mobimo_15.pdf.txt,10
Mobimo_16.pdf.txt,10
Mobimo08.pdf.txt,8
Mobimo09.pdf.txt,8
Mobimo10.pdf.txt,8
Mobimo11.pdf.txt,9
Mobimo12.pdf.txt,9
Mobimo18.pdf.txt,10
Mobimo19.pdf.txt,10
Moevenpick03.pdf.txt,7
molecular_2014.pdf.txt,9
molecular_2015.pdf.txt,9
molecular_2016.pdf.txt,9
molecular_partners_annual-report-fy2019.pdf.txt,10
molecular_partners-2017-annual-report-web.pdf.txt,10
molecular_partners-annual-report-2018.pdf.txt,10
Motor Columbus_mc_annual_report_2003_tcm61-48593_tcm95-58824.pdf.txt,5
Nestl?_13.pdf.txt,10
Nestl?_14.pdf.txt,10
Nestl?_2014.pdf.txt,10
Nestl?02.pdf.txt,10
Nestl?03.pdf.txt,10
Nestl?05.pdf.txt,9
Nestl?06.pdf.txt,9
Nestl?07.pdf.txt,9
Nestl?08.pdf.txt,10
Nestl?09.pdf.txt,10
Nestl?10.pdf.txt,10
Nestl?11.pdf.txt,10
Nestl?12.pdf.txt,10
NEW-glo-annual-report-2019-sika-business-year-new.pdf.txt,9
Newron Pharmaceuticals RA 2006.PDF.txt,8
Newron Pharmaceuticals RA 2007.PDF.txt,10
Newron Pharmaceuticals RA 2008.PDF.txt,9
Newron Pharmaceuticals RA 2009.PDF.txt,10
Newron Pharmaceuticals RA 2010.PDF.txt,10
Newron Pharmaceuticals RA 2011.PDF.txt,10
Newron Pharmaceuticals RA 2012.PDF.txt,10
Newron Pharmaceuticals RA 2013.PDF.txt,10
Newron Pharmaceuticals RA 2014.PDF.txt,10
Newron Pharmaceuticals RA 2015.PDF.txt,10
Newron Pharmaceuticals RA 2016.PDF.txt,10
Newron Pharmaceuticals RA 2017.PDF.txt,10
Newron Pharmaceuticals RA 2018.PDF.txt,10
Newron Pharmaceuticals RA 2019.PDF.txt,10
Nextrom 2003.pdf.txt,4
Nextrom 2005.pdf.txt,4
nobel biocare03.pdf.txt,5
NobelBiocare_13.pdf.txt,10
NobelBiocare02.pdf.txt,6
NobelBiocare04.txt,7
NobelBiocare05.pdf.txt,8
NobelBiocare06.pdf.txt,8
NobelBiocare07.pdf.txt,10
NobelBiocare08.pdf.txt,8
NobelBiocare09.pdf.txt,8
NobelBiocare10.pdf.txt,8
NobelBiocare11.pdf.txt,10
NobelBiocare12.pdf.txt,10
Novartis_13.pdf.txt,10
Novartis_14.pdf.txt,10
Novartis03.pdf.txt,8
Novartis04.pdf.txt,8
Novartis05.pdf.txt,8
Novartis06.pdf.txt,8
Novartis07.pdf.txt,8
Novartis08_EN.pdf.txt,8
Novartis09.pdf.txt,9
Novartis10.pdf.txt,9
Novartis11.pdf.txt,10
Novartis12.pdf.txt,10
novartis-annual-report-2015-en.pdf.txt,10
novartis-annual-report-2016-en.pdf.txt,10
novartis-annual-report-2017-en.pdf.txt,10
novartis-annual-report-2018-en.pdf.txt,10
novartis-annual-report-2019.pdf.txt,10
ObsEva_2018-Annual-Report-Final.pdf.txt,10
ObsEva-Annual-Report-2019.pdf.txt,10
OC Oerlikon05.pdf.txt,8
OC Oerlikon06.pdf.txt,7
OC Oerlikon07.pdf.txt,8
OC Oerlikon08.pdf.txt,10
OC Oerlikon10.pdf.txt,10
OC Oerlikon11.pdf.txt,10
OC Oerlikon12.pdf.txt,10
OC Oerlikon13.pdf.txt,10
OC Oerlikon14.pdf.txt,10
Orell FÙssli RA 2015.pdf.txt,6
Orell FÙssli RA 2016.pdf.txt,7
Orell FÙssli RA 2017.pdf.txt,7
Orell FÙssli RA 2018.pdf.txt,7
Orell FÙssli RA 2019.pdf.txt,7
Orell FÙssli_2002.pdf.txt,5
Orell FÙssli_2003.pdf.txt,5
Orell FÙssli_2004.pdf.txt,5
Orell FÙssli_2005.pdf.txt,7
OrellFÙssli_12.pdf.txt,6
OrellFÙssli_13.pdf.txt,6
OrellFÙssli06.pdf.txt,7
OrellFÙssli07.pdf.txt,6
OrellFÙssli08.pdf.txt,7
OrellFÙssli09.pdf.txt,7
OrellFÙssli10.pdf.txt,7
OrellFÙssli11.pdf.txt,6
OrellFÙssli14.pdf.txt,6
Orior AG RA 2010.pdf.txt,8
Orior AG RA 2011.pdf.txt,8
Orior AG RA 2013.pdf.txt,8
Orior AG RA 2014.pdf.txt,8
Orior AG RA 2015.pdf.txt,8
Orior AG RA 2016.pdf.txt,8
Orior AG RA 2017.pdf.txt,8
Orior AG RA 2018.pdf.txt,7
Orior AG RA 2019.pdf.txt,7
Partners Group Holding RA 2006.pdf.txt,9
Partners Group Holding RA 2007.pdf.txt,7
Partners Group Holding RA 2008.pdf.txt,8
Partners Group Holding RA 2009.pdf.txt,9
Partners Group Holding RA 2010.pdf.txt,8
Partners Group Holding RA 2011.pdf.txt,8
Partners Group Holding RA 2012.pdf.txt,9
Partners Group Holding RA 2013.pdf.txt,8
Partners Group Holding RA 2014.pdf.txt,9
Partners Group Holding RA 2015.pdf.txt,9
Partners Group Holding RA 2016.pdf.txt,9
Partners Group Holding RA 2017.pdf.txt,9
Partners Group Holding RA 2018.pdf.txt,8
Partners Group Holding RA 2019.pdf.txt,9
Pelikan_2013_Annual_report_part1.pdf.txt,3
Pelikan_2013_Annual_report_part2.pdf.txt,3
Pelikan_Annual_Report_2005.pdf.txt,3
Pelikan_Annual_Report_2006.pdf.txt,3
Pelikan_Annual_Report_2007.pdf.txt,2
Pelikan_Annual_Report_2008.pdf.txt,2
Pelikan_Annual_Report_2009.pdf.txt,2
Pelikan_Annual_Report_2011.pdf.txt,3
Pelikan_Annual_Report_2012.pdf.txt,3
Pelikan_Annual_Report_2014.pdf.txt,3
Pelikan_Geschaeftsbericht_2002.pdf.txt,3
Pelikan_Geschaeftsbericht_2003.pdf.txt,3
Pelikan_Holding_AG_AR_2010.pdf.txt,2
PelikanHoldingAGAR_2004_English_060605.pdf.txt,3
PIERER Mobility AG_2019_Annual-Report.txt,8
Polyphor RA 2018.pdf.txt,9
Polyphor RA 2019.pdf.txt,9
Pragmatica GNR_AR 2009 FINALE.pdf.txt,5
Publigroupe05.txt,9
Publigroupe06.pdf.txt,9
Publigroupe07.pdf.txt,8
Publigroupe08.pdf.txt,7
Publigroupe09.pdf.txt,7
Publigroupe10.pdf.txt,7
Publigroupe12.pdf.txt,10
PubliGroupe13.pdf.txt,9
Rieter Holding RA 2013.pdf.txt,8
Rieter Holding RA 2014.pdf.txt,10
Rieter Holding RA 2015.pdf.txt,10
Rieter Holding RA 2016.pdf.txt,10
Rieter Holding RA 2018.pdf.txt,10
Rieter Holding RA 2019.pdf.txt,10
Rieter Holding SA 2017.pdf.txt,10
rieter02-en.pdf.txt,9
Rieter04.pdf.txt,9
Rieter05.pdf.txt,10
Rieter06.pdf.txt,10
Rieter07.pdf.txt,10
Rieter08.pdf.txt,10
Rieter09.pdf.txt,9
Rieter10.pdf.txt,9
Rieter11.pdf.txt,8
Rieter12.pdf.txt,9
Roche_2015.pdf.txt,10
Roche_2016.pdf.txt,10
Roche_2017.txt,10
Roche_2018.txt,10
Roche_2019.txt,10
Roche02.pdf.txt,6
Roche03.pdf.txt,6
Roche04.pdf.txt,7
Roche05.pdf.txt,8
Roche06.pdf.txt,8
Roche07.pdf.txt,8
Roche08.pdf.txt,8
Roche09.pdf.txt,8
Roche10.pdf.txt,8
Roche11.pdf.txt,9
Roche12.pdf.txt,9
Roche13.pdf.txt,10
Roche14.pdf.txt,10
S_B_Annual_Report_2017.txt,10
S_B_Annual_report_2018_plain.txt,9
S_B_Annual_Report_2019_plain.txt,10
Santhera RA 2006.txt,10
Santhera RA 2007.txt,10
Santhera RA 2008.pdf.txt,7
Santhera RA 2009.pdf.txt,8
Santhera RA 2010.pdf.txt,6
Santhera RA 2011.pdf.txt,8
Santhera RA 2012.pdf.txt,8
Santhera RA 2013.pdf.txt,8
Santhera RA 2014.pdf.txt,9
Santhera RA 2015.pdf.txt,9
Santhera RA 2016.pdf.txt,9
Santhera RA 2017_plain.txt,10
Santhera RA 2018.txt,10
Santhera RA 2019.txt,10
S-B_Annual_Report_2016.txt,10
Schaffner 2012-2013 131209_GB_2012-13_EN_WEB.pdf.txt,9
Schaffner 2013-2014 141208_Marker_Final-Gesamtbericht_EN2_low.pdf.txt,9
Schaffner 2014-2015-schaffner-annual-report-en.pdf.txt,9
Schaffner 2015-2016 161205-GB-EN.pdf.txt,7
Schaffner 2016-17_EN.pdf.txt,8
Schaffner 2017-2018_EN.pdf.txt,9
Schaffner 2018-2019 191205_Schaffner_GB_EN_final.pdf.txt,9
Schaffner02.pdf.txt,9
Schaffner03.pdf.txt,9
Schaffner04.pdf.txt,7
Schaffner05.pdf.txt,7
Schaffner06.pdf.txt,10
Schaffner07.pdf.txt,9
Schaffner08.pdf.txt,9
Schaffner10.pdf.txt,8
Schaffner11.PDF.txt,8
Schaffner19 191205_Schaffner_GB_EN_final.pdf.txt,8
Schindler_13.pdf.txt,8
Schindler_2002_financial_statements_english.pdf.txt,7
Schindler_2003_financial_statements_english.pdf.txt,7
Schindler_2004_financial_statements_english.pdf.txt,8
Schindler_2005_financial_statements_english.pdf.txt,7
Schindler_2006_financial_statements_english.pdf.txt,7
Schindler_2007_financial_statements_english.pdf.txt,8
Schindler_2008_financial_statements_english.pdf.txt,8
Schindler_2009_financial_statements_english.pdf.txt,9
Schindler_2010_financial_statements_english.pdf.txt,9
Schindler_2011_financial_statements_english.pdf.txt,8
Schindler_2012_AR_Financial-Statements_EN.pdf.txt,8
Schindler_2018-annual-report-e.txt,8
Schindler_2019-annual-report-e.txt,8
Schindler02.pdf.txt,7
Schindler03.pdf.txt,7
Schindler04.pdf.txt,8
Schindler05.pdf.txt,7
Schindler06.pdf.txt,7
Schindler07.pdf.txt,8
Schindler08.pdf.txt,8
Schindler09.pdf.txt,9
Schindler10.pdf.txt,10
Schindler11.pdf.txt,10
Schindler12.pdf.txt,10
Schindler2013AR_Financial_Statements_EN.pdf.txt,9
schindler-ar2014-complete-en.pdf.txt,9
schindler-ar2015-complete-en.pdf.txt,7
schindler-ar2016-complete-en.pdf.txt,7
SchindlerAR2017_complete_e.pdf.txt,9
Schlatter 2015 gb2015_en.pdf.txt,8
Schlatter 2016 gb2016_en.pdf.txt,9
Schlatter 2017 gb2017_en.pdf.txt,9
Schlatter15 gb2015_en.pdf.txt,9
SchmoltzBickenbach_13.txt,9
SCHMOLZ BICKENBACH_2014_ENG.txt,9
Schmolz_Bickenbach_Annual_Report2015-s.txt,9
SchmolzBickenbach05.pdf.txt,3
SchmolzBickenbach06.pdf.txt,7
SchmolzBickenbach07.pdf.txt,7
SchmolzBickenbach08.pdf.txt,7
SchmolzBickenbach09.pdf.txt,7
SchmolzBickenbach10.txt,6
SchmolzBickenbach11.txt,7
SchmolzBickenbach12.txt,7
Schulthess Group 2003.pdf.txt,5
Schulthess Group_2010.pdf.txt,7
Schweiter Technologies AG annual report 2015.pdf.txt,8
Schweiter Technologies AG annual report 2016.pdf.txt,7
Schweiter Technologies AG annual report 2017.pdf.txt,7
Schweiter Technologies AG annual report 2018.pdf.txt,8
Schweiter Technologies AG annual report 2019.pdf.txt,8
Schweiter02.pdf.txt,5
Schweiter03.pdf.txt,6
Schweiter04.pdf.txt,6
Schweiter05.pdf.txt,6
Schweiter06.pdf.txt,6
Schweiter07.pdf.txt,6
Schweiter08.pdf.txt,6
Schweiter09.pdf.txt,6
Schweiter10.pdf.txt,6
Schweiter11.pdf.txt,7
schweiter12_englisch.pdf.txt,7
Schweiter13.pdf.txt,6
schweiter14.pdf.txt,7
Schweizerhall 2004.pdf.txt,3
Sensirion RA 2018.pdf.txt,8
Sensirion RA 2019.pdf.txt,9
Serono02.pdf.txt,8
Serono03.pdf.txt,9
Serono04.pdf.txt,9
Serono05.pdf.txt,9
SEZ 2002.txt,6
SEZ 2004.pdf.txt,6
SEZ 2005.pdf.txt,5
SEZ 2006.pdf.txt,5
SFS Group RA 2014.pdf.txt,9
SFS Group RA 2015.pdf.txt,9
SFS Group RA 2016.pdf.txt,10
SFS Group RA 2017.pdf.txt,9
SFS Group RA 2018.pdf.txt,9
SFS Group RA 2019.pdf.txt,9
SGS 2015 Annual Report EN.pdf.txt,10
SGS 2016 Annual Report EN.pdf.txt,10
SGS 2017 Annual Report.pdf.txt,10
SGS 2018 Annual Report.pdf.txt,10
SGS 2019 Annual Report.pdf.txt,10
SGS_13.pdf.txt,10
SGS_14.pdf.txt,10
sgs_2002_ar_en.pdf.txt,9
sgs_2003_ar_en.txt,9
sgs_2004_ar_en.pdf.txt,9
sgs_2005_ar_en.pdf.txt,10
sgs_2006_ar_en.pdf.txt,10
sgs_2007_ar_en.pdf.txt,10
sgs_2008_ar_en.pdf.txt,8
sgs_2009_ar_en.pdf.txt,9
SGS_2010_ar_en.pdf.txt,9
SGS_2012_AR_Book2_Spread_EN.pdf.txt,9
SGS_AR_2011_Book2.pdf.txt,8
Sia Abrasives_2007.pdf.txt,6
sia GROUP ANNUAL REPORT 2006.pdf.txt,6
Siegfried Holding_2015_Annual_Report_EN.txt,9
Siegfried Holding_2016.pdf.txt,9
Siegfried Holding_2017.pdf.txt,9
Siegfried Holding_2019_Corporate_Governance_en_final.pdf.txt,9
Siegfried Holding_2019_Finanzbericht_en.pdf.txt,9
Siegfried Holding_2019_Verguetungsbericht_en.pdf.txt,9
Siegfried_13.pdf.txt,10
Siegfried_14.pdf.txt,9
Siegfried_2018.pdf.txt,9
Siegfried02.pdf.txt,8
Siegfried03.PDF.txt,8
Siegfried04.pdf.txt,8
Siegfried05.pdf.txt,8
Siegfried06.pdf.txt,8
Siegfried07.pdf.txt,8
Siegfried08.pdf.txt,7
Siegfried09.pdf.txt,7
Siegfried10.pdf.txt,8
Siegfried11.pdf.txt,10
Siegfried12.pdf.txt,10
SIG Combibloc RA 2018.pdf.txt,8
SIG Combibloc RA 2019.pdf.txt,10
SIG_2003.txt,8
SIG04.txt,7
SIGFS04.pdf.txt,7
Sika Annual Report 2017.pdf.txt,10
Sika Annual Report 2018.pdf.txt,10
Sika_13.pdf.txt,10
Sika_14.pdf.txt,10
Sika_AR_2012_e.pdf.txt,10
Sika05.pdf.txt,9
Sika06.pdf.txt,9
Sika07.pdf.txt,8
Sika08.pdf.txt,8
Sika09.pdf.txt,8
Sika10.pdf.txt,8
Sika11.pdf.txt,10
Sika-Annual-Report-2015.pdf.txt,10
SoftwareONE19.pdf.txt,8
Sonova02.pdf.txt,8
Sonova03.pdf.txt,10
Sonova04.pdf.txt,10
Sonova05.pdf.txt,10
Sonova06.pdf.txt,10
Sonova07.pdf.txt,10
Sonova08.pdf.txt,10
Sonova09.pdf.txt,10
Sonova10.pdf.txt,10
Sonova11.pdf.txt,10
Sonova12.pdf.txt,10
Sonova13.pdf.txt,10
Sonova14.pdf.txt,10
stadler_rail_gb19_en.pdf.txt,7
STMN_2015AR_final_web.pdf.txt,10
STR_Annual_Report_2014_FINAL.pdf.txt,8
Straumann 2006-Annual-Report.pdf.txt,8
Straumann 2007-Annual-Report.pdf.txt,8
Straumann 2008-Annual-Report.pdf.txt,8
Straumann 2009-Annual-Report.pdf.txt,9
Straumann 2010-Annual-Report.pdf.txt,9
Straumann 2011-Annual-Report.pdf.txt,9
Straumann 2012_STMN_AnnualReport.pdf.txt,8
Straumann 2013-Annual-Report.pdf.txt,7
Straumann_2016 Annual Report.txt,9
Straumann_2018_Annual_report.txt,9
Straumann_2019_annual_report.txt,9
Straumann-2017-Annual-Report.pdf.txt,9
Sunrise_Annual_Report_2015.pdf.txt,9
Sunrise_Annual_Report_2016_en.pdf.txt,10
Surnrise17.pdf.txt,10
Surnrise18.pdf.txt,10
Surnrise19.pdf.txt,10
Swatch_13.txt,8
SwatchGroup_2002_consolidated.pdf.txt,6
SwatchGroup_2002_development.pdf.txt,6
SwatchGroup02.pdf.txt,6
SwatchGroup03.pdf.txt,7
SwatchGroup04.pdf.txt,7
SwatchGroup05.pdf.txt,7
SwatchGroup06.pdf.txt,7
SwatchGroup07.pdf.txt,8
SwatchGroup08.pdf.txt,8
SwatchGroup09.pdf.txt,7
SwatchGroup10.txt,7
SwatchGroup11.pdf.txt,8
SwatchGroup12.txt,8
SwatchGroup14.txt,8
SwatchGroup18.pdf.txt,8
SwatchGroup19.pdf.txt,8
Swiss Prime RA 2005.pdf.txt,7
Swiss Prime RA 2006.pdf.txt,8
Swiss Prime RA 2007.pdf.txt,8
Swiss Prime RA 2008.pdf.txt,8
Swiss Prime Site Corporate Governance and Compensation Report 2014.pdf.txt,9
Swiss Prime Site Corporate Governance and Compensation Report 2015.pdf.txt,9
Swiss Prime Site Corporate Governance and Compensation Report 2016.pdf.txt,10
Swiss Prime Site FR 2014.pdf.txt,9
Swiss Prime Site FR 2015.pdf.txt,9
Swiss Prime Site FR 2016.pdf.txt,10
Swiss Prime Site FR 2017.pdf.txt,10
Swiss Prime Site RA 2009.pdf.txt,8
Swiss Prime Site RA 2010.pdf.txt,8
Swiss Prime Site RA 2011.pdf.txt,8
Swiss Prime Site RA 2012.pdf.txt,8
Swiss Prime Site RA 2013.pdf.txt,9
Swiss Prime Site RA 2018.pdf.txt,9
Swiss Prime Site RA 2019.txt,9
Swisscom_13.pdf.txt,9
swisscom_14.pdf.txt,9
Swisscom_2002_form20-f_en.pdf.txt,9
Swisscom_2003_Annual_report.en.txt,9
Swisscom_20F_2004_en.pdf.txt,9
Swisscom_20F_2005_en.PDF.txt,9
Swisscom_20F_2006_en.PDF.txt,9
Swisscom02.pdf.txt,9
Swisscom05.pdf.txt,9
Swisscom06.pdf.txt,9
Swisscom07.pdf.txt,9
