Token,Coefficient
club,-0.01
clube,0.0
clubhouse,0.0
clubin,0.0
clubmaker,-0.01
clubone,0.0
clubroot,0.0
clubs,0.0
clude,-0.0
clue,0.0
cluj,0.01
clump,0.0
clumsiness,0.0
clumsy,0.0
cluse,-0.01
clusion,-0.0
clusive,0.01
clusively,0.0
clusivity,0.0
cluster,-0.0
clustering,0.0
clusterline,0.0
clustertec,0.0
clutch,0.0
clutter,-0.0
clx,-0.01
clxn,-0.05
clxzn,-0.01
cly,0.0
clyde,0.0
clydesdale,0.0
clymo,0.0
clé,0.0
clémence,0.0
clément,-0.02
clémenty,0.0
clémençon,-0.01
clés,-0.0
clínica,0.0
clôture,-0.01
clôturent,0.0
clôturer,0.0
clôturé,0.0
clõture,0.0
cm,0.01
cma,-0.0
cmax,0.0
cmb,-0.03
cmc,0.0
cmco,0.0
cmd,0.03
cmdca,0.0
cmdcas,-0.0
cmdcmdcmdcmd,0.0
cmdo,0.0
cmds,0.0
cme,0.0
cmet,0.0
cmf,0.0
cmg,0.0
cmi,0.0
cmis,0.0
cml,0.0
cmlpath,0.0
cmm,0.0
cmmb,0.0
cmmc,0.0
cmmi,0.0
cmn,0.0
cmo,0.0
cmos,0.0
cmosen,0.0
cmosis,0.0
cmoss,0.0
cmp,-0.01
cmr,0.0
cms,-0.1
cmss,0.0
cmswatch,0.0
cmswire,0.0
cmt,0.0
cmto,-0.01
cmv,0.0
cmvp,0.0
cmx,0.0
cn,-0.02
cnam,0.0
cnc,-0.06
cnca,0.0
cncg,0.0
cncgc,0.0
cncns,0.0
cnct,0.0
cndp,0.0
cnep,0.0
cnet,0.0
cng,0.0
cnh,0.0
cnhnv,0.0
cnibr,0.0
cnica,0.0
cnleybold,0.0
cnm,0.0
cnn,0.0
cnooc,0.0
cnova,0.0
cnp,0.0
cnpf,0.0
cnr,0.0
cnrs,0.0
cns,-0.0
cnsgru,0.0
cnt,0.0
cnv,0.0
cny,0.05
cnyjpy,0.0
cnythe,0.0
co,-0.03
coa,0.0
coach,0.02
coachella,0.0
coaching,-0.0
coadministere,0.0
coaguchek,0.0
coagulant,0.0
coagulase,0.0
coagulation,0.0
coagulum,0.0
coahuila,0.0
coal,0.01
coalcos,0.0
coalesce,0.0
coalface,0.0
coalfield,0.0
coalfields,0.0
coalition,0.01
coalville,0.01
coanil,0.0
coapa,0.0
coarse,0.0
coarsely,0.0
coarser,0.0
coartem,0.0
coast,-0.0
coastal,0.0
coaster,-0.0
coastline,0.0
coasys,0.0
coat,0.05
coated,0.0
coatedcomponent,0.0
coatedtool,0.0
coater,0.0
coating,0.1
coatingab,0.0
coatingarchitectural,0.0
coatingare,0.0
coatingbalinit,0.0
coatingfacility,0.0
coatingprocesse,0.0
coatings,0.0
coatingsapplie,0.0
coatingservice,0.0
coatingsfungal,0.0
coatingsmostly,0.0
coatingsystem,0.0
coatingtake,0.0
coatingting,0.0
coatingunit,0.0
coats,0.0
coatswafer,0.0
coatza,0.0
coatzacoalcos,0.0
coauthor,0.0
coax,0.0
coaxcent,0.0
coaxcenter,0.0
coaxia,0.0
coaxial,0.04
coaxstrip,0.0
cob,0.0
coba,0.0
cobag,-0.05
cobalt,0.0
cobas,0.0
cobb,0.0
cobble,0.0
cobbler,0.0
cobblestone,0.0
cobe,0.01
cobena,0.0
cober,0.0
cobertura,0.0
cobianchi,0.0
cobimetinib,0.0
cobiscorp,0.0
cobit,0.0
cobo,0.0
cobol,0.0
cobond,0.0
cobos,0.0
cobot,0.0
cobra,0.0
cobranded,0.0
cobs,0.0
coburg,-0.0
coburgbase,0.0
coburn,0.0
cobuz,0.0
coc,0.0
coca,-0.0
cocacola,0.0
cocaine,0.0
coccal,0.0
coccus,0.0
cocensy,0.0
cocensys,0.0
cochant,0.0
coche,0.0
cocher,0.0
coches,0.0
cochin,0.0
cochinita,0.0
cochlea,0.0
cochlear,0.01
cochran,0.0
cochrane,0.0
cocina,0.0
cocinas,0.0
cockatoo,0.0
cocker,0.0
cockerill,0.0
cockpit,-0.01
cockroach,0.0
cocktail,0.0
coco,0.0
cocoa,0.0
cocobay,0.0
cocomment,0.0
coconut,0.0
cocoon,0.0
cocoontm,0.0
cocor,0.0
cocr,0.0
cocrete,0.0
cocs,0.0
cod,0.0
coda,0.0
coddle,0.0
code,0.01
codec,0.0
codedeconduite,0.0
codefendant,0.0
codeine,0.0
codelco,0.0
codeless,0.0
coder,0.0
coderless,0.0
codesure,0.0
codetermination,-0.0
codeunit,0.0
codeunitsaverage,0.0
codevelop,0.0
codevelope,0.0
codex,-0.01
codiagnostix,0.0
codification,0.0
codify,0.01
codile,0.0
coding,0.0
codirector,0.0
codiﬁcation,0.0
codiﬁe,0.0
codm,0.03
codmcodmcodmcodm,0.0
codoctor,0.0
codoni,0.0
coduct,0.0
coducte,0.0
coduti,0.0
codutti,0.0
cody,0.0
coe,-0.0
coebergh,0.0
coefficient,-0.0
coefﬁ,0.0
coelacanth,0.0
coelho,0.0
coen,0.0
coentreprise,0.0
coenzyme,0.0
coerce,0.0
coerekci,0.0
coes,0.0
coester,-0.0
coesterweg,0.0
coevorden,0.01
coex,0.0
coexist,0.0
coexistence,0.0
coextruder,0.0
coextrusion,0.01
cofac,0.0
cofactor,0.0
cofco,0.0
cofely,0.0
coffe,0.0
coffee,0.01
coffer,0.0
coffey,-0.0
coffrane,0.0
cofi,0.0
cofilimacchine,0.0
cofin,0.0
cofinance,0.0
coflexip,-0.01
cofondatrice,0.0
cofounde,0.0
cofounder,-0.0
cofra,0.0
cofret,0.0
cofund,0.0
cofunde,0.0
cog,0.0
cogeneration,0.0
cogging,-0.0
coghlan,-0.0
cognac,0.0
cognetix,0.0
cognis,0.0
cognisance,-0.0
cognisant,0.0
cogniscape,0.0
cognise,0.0
cognita,0.0
cognition,-0.0
cognitive,0.02
cognitively,0.0
cognizance,-0.0
cognizant,0.0
cognize,-0.0
cognos,0.0
cogt,0.0
cogwheel,0.0
cohabitation,0.0
cohasset,0.0
cohen,0.02
coherence,0.01
coherent,-0.0
coherently,0.0
coherus,0.0
cohesion,-0.0
cohesive,-0.0
cohesiveness,0.0
cohiba,0.0
coho,0.0
cohol,0.0
coholic,0.0
cohort,0.0
cohorte,0.0
cohoste,0.0
cohu,0.0
cohérente,0.0
coil,-0.02
coiler,0.0
coiling,0.0
coim,0.0
coimbatore,0.0
coimbra,0.0
coin,-0.01
coinci,0.0
coincide,-0.0
coincidence,-0.01
coincident,0.0
coincidental,0.0
coinciding,0.0
coindesk,0.0
coindet,-0.0
coinfecte,0.0
coining,0.0
coinsin,0.01
coinsins,0.0
coinsurance,0.0
cointreau,0.0
cointrin,0.0
coinventor,0.0
coio,0.01
coire,0.0
coise,-0.01
coit,0.0
cojocaru,0.01
coke,0.01
coker,0.0
cokinetic,0.0
col,-0.02
cola,-0.0
colaba,0.0
colaco,0.0
colanyl,0.0
colauto,0.0
colbachini,0.0
colbert,0.0
cold,0.02
coldblack,0.0
colder,0.0
coldesroche,0.0
coldlog,-0.0
coldness,0.0
coldstik,0.0
cole,0.0
coleader,0.0
colegio,0.0
colella,0.0
coleman,0.0
colenco,-0.01
colene,0.0
coleopteran,0.0
coletiva,0.0
colette,0.0
colevo,0.0
colex,0.0
coley,0.0
colfax,0.0
colgate,0.0
coli,0.0
colibri,0.0
colibry,-0.0
colibrys,0.0
colic,0.0
colin,0.02
colinas,0.0
colino,0.0
coliseum,0.0
colistin,0.0
colitis,0.02
coll,0.0
colla,0.0
collab,0.0
collabo,0.0
collabor,0.0
collabora,0.0
collaborat,0.0
collaborate,-0.0
collaboratelove,0.0
collaborateur,-0.01
collaborateurs,0.0
collaboratif,0.0
collaboration,-0.01
collaborationbetween,0.0
collaborationwith,0.0
collaborative,0.02
collaboratively,-0.0
collaborator,-0.01
collaboratrice,0.0
collabore,0.0
collaboron,0.0
collaboré,0.0
collacone,0.0
collafleece,0.0
collage,0.01
collagen,0.0
collagenase,0.0
collagenous,0.0
collap,0.0
collapse,0.01
collapsible,0.0
collar,0.0
collared,0.0
collat,0.0
collate,-0.01
collateral,-0.02
collateralisation,0.0
collateralise,-0.02
collateralised,-0.05
collateralization,0.0
collateralize,0.0
collateralized,0.0
collateralnet,0.0
collaterise,-0.0
collaterize,0.0
collaterized,0.0
collation,0.0
colleague,0.01
collec,0.0
collect,0.02
collectability,0.01
collectabilty,0.0
collectable,-0.0
collecte,0.0
collected,0.0
collecti,0.0
collectibility,-0.01
collectibiltiy,0.0
collectible,0.0
collectif,0.0
collecting,0.0
collection,0.03
collective,0.01
collectively,-0.01
collectivement,0.0
collectivitie,0.0
collectivity,0.0
collectivités,0.0
collectomania,0.0
collector,0.0
collecwas,0.0
colleen,0.0
college,0.01
collegial,0.0
collegiality,0.0
collegium,0.0
colleoni,-0.0
colleretto,0.0
collet,0.0
colletage,-0.0
colletively,-0.0
colletor,0.0
collett,0.0
colletta,0.0
collette,0.0
collettivo,0.0
collide,0.0
collider,0.0
collier,-0.0
collignon,0.01
collin,0.0
collina,0.0
colline,0.0
colling,0.0
collins,0.0
collioud,0.0
collision,0.0
colllection,0.0
collocation,0.0
collogne,-0.0
colloid,0.0
collomb,0.0
collombey,-0.01
collonge,0.0
colloquially,0.0
colloquium,0.0
collorella,0.0
collu,0.0
collude,0.0
collusion,0.01
collyer,0.0
collypan,-0.01
collège,0.0
collègegasse,-0.02
collègue,-0.0
collée,0.0
collégiale,0.0
colman,0.0
colmar,-0.01
colnbrook,0.0
colo,0.0
colocation,0.01
colocrectal,0.0
cological,0.0
cologne,-0.0
cologny,0.06
cology,0.0
colombe,0.0
colombel,0.01
colombi,0.0
colombia,-0.02
colombian,-0.01
colombo,0.0
colombus,0.0
colon,0.01
colonel,0.0
colonge,0.0
colonia,0.0
colonial,0.0
colonic,0.0
colonization,0.0
colonize,0.0
colonnade,0.0
colonne,-0.0
colonoscopist,0.0
colonoscopy,0.0
colonoscpy,0.0
colony,-0.0
colophon,0.0
coloplast,0.0
color,0.03
colorado,0.01
colorant,0.01
coloration,0.01
colorblend,0.0
colorcode,0.0
colorcoding,0.0
colordruck,0.0
colore,0.0
colorectal,0.0
colored,-0.0
colorex,0.0
colorfast,0.0
colorfastness,0.0
colorformer,0.0
colorforward,0.0
colorful,0.0
colorfully,0.0
colorhub,0.0
colorimeter,0.0
coloring,-0.0
colorispotop,-0.0
colorized,0.0
colorless,0.0
colormanagement,0.0
colormatching,0.0
colormetal,0.01
colorquimica,0.0
colorquímica,0.0
colorreader,0.0
colorreaderpro,0.0
colors,0.0
colorscope,0.0
colorsud,-0.01
colorviz,0.0
colorwheel,0.0
colorwheeltechnology,0.0
colorwork,0.01
colorworks,0.01
colorworkstm,0.0
colossal,0.0
colosseo,0.0
colosseum,0.0
colossus,0.0
colou,-0.0
colour,-0.06
colourant,-0.01
coloured,-0.01
colourful,0.0
colouring,-0.0
colourless,0.0
colours,0.0
colourshift,0.0
colquide,0.0
colsecor,0.0
colson,0.0
colt,-0.0
coltene,0.39
coltolux,0.0
colton,0.0
coltosol,0.0
coltsfoot,0.0
coltène,0.04
colu,0.0
columba,0.0
columbia,0.01
columbian,-0.01
columbus,-0.48
column,0.0
columna,-0.0
columnist,0.0
columnwheel,0.0
colvistec,0.0
colza,0.0
colzor,0.0
colégio,0.0
colón,0.0
colônia,0.0
com,-0.02
coma,0.0
comac,0.0
comaco,0.0
comadur,0.0
comalca,0.0
comapny,0.0
comarco,0.0
comarketing,0.0
comatose,0.0
comb,0.0
combair,0.0
combaluzier,0.0
combat,0.0
combating,-0.01
combe,-0.0
combed,0.0
comber,0.0
combi,-0.0
combibloc,0.0
combiblocmagnum,0.0
combiblocmidi,0.0
combiblocxslim,0.0
combidome,0.0
combien,0.0
combifit,0.0
combifitmidi,0.0
combiflex,0.0
combimaxx,0.0
combin,-0.01
combina,0.0
combinable,0.0
combinaison,0.0
combinant,0.0
combinati,0.0
combinatio,0.0
combination,0.02
combinationdue,0.0
combinationsis,0.0
combinationsprovision,0.0
combinationsthere,0.0
combinationunrecognize,0.0
combinatorial,-0.01
combine,-0.0
combined,0.0
combiner,0.0
combing,0.0
combiniation,0.0
combining,0.0
combiné,0.0
combismile,0.0
combisteam,0.0
combistyle,0.0
combitwist,0.0
combler,0.0
combo,0.0
combodia,0.0
combonus,0.0
combopro,0.0
combos,0.0
combox,0.0
comboxpro,0.0
combur,0.0
combust,0.0
combuster,0.0
combustible,0.0
combustibles,0.0
combustion,0.0
combustor,0.0
comcast,0.0
comchlor,0.0
comco,0.01
comcom,0.01
comcompensacomponent,0.0
comcraft,0.0
comdasys,0.0
comdex,0.0
comdisco,0.02
come,-0.05
comeback,0.0
comedian,0.0
comedo,0.0
comedy,0.0
comeinto,0.0
comellas,0.0
comem,0.0
comendador,0.0
comensation,0.0
comer,0.0
comercial,0.01
comerciala,0.0
comercializadora,0.0
comercializaçao,0.0
comercio,-0.02
comes,0.0
comestible,0.0
comet,0.26
comezora,0.0
comfirm,0.0
comfirmatory,0.0
comfloor,0.0
comfone,-0.0
comforspin,0.01
comfort,0.01
comfortable,0.0
comfortably,0.0
comfortall,0.0
comfortfloor,0.0
comfortlinktm,-0.01
comfriend,0.0
comfriends,0.0
comfy,0.0
comgrante,0.0
comibloc,0.0
comic,0.0
comic_strip,0.0
comident,0.0
comilla,0.0
comillas,0.0
comin,0.0
coming,-0.01
cominggeneration,0.0
comingle,0.0
comino,0.0
cominv,0.0
cominvest,0.0
comir,0.0
comisión,0.0
comissioner,0.0
comissioning,0.0
comissão,0.0
comit,0.01
comitant,0.0
comitment,0.0
comitte,-0.0
comittee,-0.01
comity,0.0
comitán,0.0
comité,0.04
comités,0.0
comlab,0.0
comm,0.0
comma,0.0
command,-0.01
commande,-0.02
commander,0.0
commandes,0.0
commandeur,0.0
commanding,0.0
commandite,0.0
commando,0.0
commax,0.0
commcare,0.0
commcept,-0.12
comme,-0.01
commemorate,-0.01
commemoration,0.0
commemorative,0.0
commence,0.01
commenced,-0.02
commencement,0.0
commencent,0.0
commencing,0.0
commencment,0.0
commencé,-0.0
commend,-0.0
commendable,-0.02
commendation,-0.02
commending,0.0
commensurability,0.0
commensurate,-0.0
commensurately,-0.0
comment,-0.01
commentaire,0.0
commentary,0.03
commentaryafg,0.0
commentaryarbonia,0.01
commentator,0.0
commenting,0.0
commenté,0.0
commençant,0.0
commer,0.0
commerc,0.0
commercalization,0.0
commerce,-0.0
commercentre,0.0
commerci,0.0
commercia,0.0
commercial,0.03
commercialadvertising,0.0
commercialaerospace,0.0
commercialapprenticeship,0.0
commercialbackground,0.0
commerciale,-0.0
commerciales,0.0
commercialisation,-0.05
commercialise,-0.04
commercialiser,0.0
commercialison,0.0
commercialisti,0.0
commercialisé,0.0
commercialisée,0.0
commercialisés,-0.0
commercialization,0.08
commercialize,0.04
commercialized,0.0
commercializing,0.0
commercially,0.01
commerciallysuccessful,0.0
commercialreal,0.0
commercialservice,0.0
commercialtrainee,0.0
commercialvehicle,0.0
commerciaux,0.0
commercilization,0.0
commercio,0.0
commerical,0.0
commerz,0.0
commerzbank,0.01
commerzreal,0.0
commi,0.0
comminemerge,0.0
commingle,0.0
comminglereal,0.0
commis,0.0
commissariat,0.0
commission,-0.06
commissioner,-0.0
commissioning,-0.0
commissionschf,0.0
commit,0.01
commited,0.0
commitee,0.0
commitement,0.0
commitmen,0.0
commitment,-0.01
commitmentand,0.0
commitmentsat,0.0
commitmentsdddddd,0.0
commitmentssome,0.0
commitmentsustainability,0.0
commitprimarily,0.0
committe,0.0
committed,0.01
committee,0.46
committeecanparticipateinthecompany,0.0
committeecompensation,0.0
committeecorporate,0.0
committeedeal,0.0
committeee,0.0
committeefor,0.0
committeegovernance,0.0
committeejulián,0.0
committeemember,0.0
committeenumber,0.0
committeeresearch,0.0
committeereview,0.0
committeerisk,0.0
committees,0.0
committeesexist,0.0
committeesinsuranceplan,0.0
committeesmeet,0.0
committeesthe,0.0
committeethe,0.0
committie,0.0
committment,0.0
committte,0.0
committtee,0.0
commmercial,0.0
commmunication,0.0
commnet,-0.02
commo,0.0
commodate,0.0
commodation,0.0
commoditisation,0.0
commoditise,0.0
commoditised,0.0
commoditization,0.0
commoditize,0.0
commodity,0.01
commoditycomputer,0.0
commodore,0.0
common,0.04
commonality,0.0
commonest,0.0
commonfund,0.0
commonhold,0.0
commonly,0.0
commonlyavailable,0.0
commonlyutilized,0.0
commonplace,0.0
commons,0.0
commonwealth,-0.0
comms,0.0
commtitee,0.0
commu,-0.01
commun,0.0
communal,-0.0
communale,0.0
communcation,-0.01
commune,0.0
communi,-0.01
communica,0.0
communicable,0.0
communicate,0.02
communicateand,0.0
communicatedand,0.0
communicati,0.0
communicating,-0.01
communicatio,0.0
communication,0.08
communicationa,0.0
communications,0.01
communicationsbeat,0.0
communicationsproject,0.0
communicationswith,0.0
communicative,-0.0
communicatively,0.0
communicaton,0.0
communicator,-0.01
communicators,0.0
communicazioni,0.0
communique,0.0
communiquer,0.0
communiquez,0.0
communiqué,-0.11
communiquée,0.0
communiqués,0.0
communist,0.0
communit,0.0
communitarian,0.0
communitie,0.0
communities,0.0
communitiesour,0.0
community,0.03
communément,0.0
commutate,0.0
commutation,0.0
commutator,0.0
commute,0.0
commuter,0.03
commuting,0.0
commémorant,0.0
como,0.01
comorbid,0.0
comorbiditie,0.0
comorbidity,0.0
comore,0.0
comoro,0.0
comoros,0.0
comos,0.0
comotive,0.0
comp,0.01
compa,0.0
compability,0.0
compact,-0.0
compacta,0.0
compactapron,0.0
compactdrum,0.0
compacteasy,0.0
compacteditorialstakeholder,0.0
compacting,0.0
compaction,0.0
compactly,0.0
compactness,0.0
compactor,0.0
compactpci,0.0
compactset,0.0
compacttca,0.0
compagna,0.0
compagnie,-0.01
compame,0.0
compan,0.0
companhia,0.0
compania,0.0
companie,-0.0
companies,-0.0
companiesaccorde,0.0
companiesan,0.0
companiesand,0.0
companiescarlo,0.0
companiescontribution,0.0
companiesin,0.0
companiesinclude,0.0
companiesinvestment,0.0
companiesmateriality,0.0
companiesnon,0.0
companiesoperational,0.0
companiespharmaceutical,0.0
companiespreclinical,0.0
companiesresearchover,0.0
companiessssss,0.0
companiessssssssss,0.0
companiesthe,0.0
companion,-0.0
companionship,0.0
company,-0.53
companyboard,0.0
companybusiness,0.0
companycan,0.0
companycountr,0.0
companyfresenius,0.0
companygovernancecompensationbusiness,0.0
companygovernancecompensationfinancial,0.0
companygovernancecompensationfinancialssig,0.0
companyha,0.0
companyid,0.0
companyin,0.0
companying,0.0
companylevel,0.0
companylocation,0.0
companyor,0.0
companyour,0.0
companyprint,0.0
companysend,0.0
companythat,0.0
companyunaxis,0.0
companyviews,0.0
companywere,0.0
companywide,-0.01
companywisekey,0.0
companyʼs,-0.01
companyʹ,0.0
compaq,0.0
compar,-0.01
compara,0.0
comparability,-0.0
comparabilité,0.0
comparable,-0.0
comparably,-0.0
comparaison,-0.0
comparatif,0.0
comparative,0.01
comparatively,-0.02
comparativement,0.0
comparator,0.01
compare,0.01
comparedthese,0.0
comparedto,0.0
comparer,0.0
comparex,0.0
compari,0.0
comparision,-0.0
comparison,-0.09
comparsion,0.0
compartment,0.03
compartmentalized,0.0
comparé,-0.0
comparée,0.0
comparées,0.0
compass,-0.01
compassion,0.0
compassionate,0.0
compat,0.0
compati,0.0
compatibility,0.02
compatible,0.0
compatiblemean,0.0
compatriot,0.0
compax,0.0
compañia,0.0
compañía,0.0
compe,0.0
compeed,-0.01
compeer,0.0
compel,-0.0
compelling,0.0
compellingly,0.0
compellingproject,0.0
compementary,0.0
compen,0.0
compenannual,0.0
compencompenployer,0.0
compencompento,0.0
compencontribution,0.0
compendia,0.0
compendium,-0.03
compendiumportal,0.01
compenent,0.0
compenin,0.0
compenname,0.0
compenpaid,0.0
compensa,0.01
compensaaccident,0.0
compensat,0.0
compensate,0.0
compensated,0.0
compensatesreward,0.0
compensati,0.0
compensaticompensation,0.0
compensating,-0.0
compensation,0.43
compensationaec,0.0
compensationb,0.0
compensationdddd,0.0
compensationdr,-0.0
compensationestimate,0.0
compensationfinancial,0.0
compensationhighest,0.0
compensationin,0.0
compensationkaba,0.0
compensationpaid,0.0
compensationphilippe,0.0
compensationreport,0.0
compensationsystem,0.0
compensationthe,0.0
compensationwas,0.0
compensatoin,0.0
compensaton,0.0
compensator,0.0
compensatory,0.0
compensent,0.0
compenser,-0.0
compensia,0.0
compensé,0.0
compensés,-0.0
compentence,0.0
compentencie,0.0
compentency,0.0
compera,0.0
comperative,0.0
compet,0.0
compete,-0.01
competen,0.0
competence,-0.01
competenceand,0.0
competencie,0.0
competenciesmarket,0.0
competenciesvacuum,0.0
competencieswaferprocessingspacetechnologyopticsassembly,0.0
competency,0.02
competencybased,0.0
competent,-0.02
competently,0.0
competetive,0.0
competi,0.0
competition,-0.02
competitiondriven,0.0
competitionexhibition,0.0
competitior,0.0
competitition,0.0
competitive,0.0
competitiveadvantage,0.0
competitivecompensation,0.0
competitively,-0.0
competitiveness,-0.0
competitivepressure,0.0
competitiverace,0.0
competitor,-0.02
competitve,0.0
competive,-0.0
competiveness,0.0
compilation,-0.0
compile,0.01
compilot,0.0
compirise,0.0
compisternli,0.0
compitello,0.0
compl,0.01
complacency,0.0
complacent,0.0
complacently,0.0
complain,0.0
complainant,0.0
complaint,0.0
complaintssystematically,0.0
complan,0.01
comple,0.0
complejo,0.0
compleman,0.0
complement,-0.0
complementa,0.0
complementaire,0.0
complementaria,0.0
complementarity,0.0
complementary,0.0
complementaryreaction,0.0
complementation,0.0
complemented,0.0
complementing,0.0
complenicolas,0.0
complesso,0.0
complet,0.0
complete,0.03
completed,0.0
completedcontract,0.0
completedhis,0.0
completely,-0.03
completelyprefabricate,0.0
completeness,0.0
completetly,0.0
completi,0.0
completing,0.0
completion,0.04
completionmethod,0.0
completition,0.0
completness,0.0
complex,-0.01
complexe,-0.02
complexion,0.0
complexity,0.02
complexité,0.0
compli,0.0
complianc,0.0
compliance,0.02
complianceaspect,0.0
complianceautoneum,0.0
compliancewith,0.0
compliancy,0.0
compliant,0.0
compliantly,0.0
complica,0.0
complicate,-0.0
complicated,-0.0
complication,0.01
complicit,0.0
complicity,0.0
complie,0.01
complieswithswiss,0.0
compliment,0.0
complimentary,-0.0
complishe,0.0
complishment,0.0
complutense,0.0
comply,-0.01
complying,0.0
complywith,0.0
complète,0.0
complètement,0.0
complément,0.0
complémentaire,0.0
complétant,0.0
compléter,0.0
complété,0.0
complétée,0.0
complétées,-0.0
compo,0.0
compon,0.0
compone,0.0
componeer,0.01
component,0.03
componente,0.0
componenten,0.0
componenti,0.0
componentinclude,0.0
componentisation,0.0
componentise,0.0
componentize,0.0
componentized,0.0
componentry,0.0
components,0.01
componentsand,0.0
componentsandspecial,0.0
componentscloserthan,0.0
componentscoate,0.0
componentscreating,0.0
componentsengineered,0.0
componentsfor,0.0
componentsfrom,0.0
componentskeep,0.0
componentsposition,0.0
componentssale,0.0
componentstreate,0.0
comportait,0.0
comportant,0.0
comporte,0.0
comportement,0.0
comportent,0.0
comportment,0.0
compos,0.0
composaient,-0.0
composait,0.0
composant,0.0
composante,0.0
compose,0.01
composent,0.0
composer,0.0
composi,0.0
composite,0.05
compositematerial,0.0
composites,0.0
composition,0.01
compositional,0.0
compost,0.0
compostability,0.0
compostable,0.0
compostela,0.0
compostelamaltamalagamarrakechmilannaplestenerifefuerteventuramadridalgiersmurciamytilinipiraeussamossantorinilas,0.0
compostion,0.0
composure,0.0
composé,0.0
composée,0.0
compound,0.05
compounder,0.0
compounding,0.01
compoundsemiconductor,0.0
comprador,0.0
compre,0.0
comprecontinue,0.0
comprehen,0.0
comprehend,0.0
comprehensi,0.0
comprehensibility,0.0
comprehensible,-0.0
comprehensibly,0.0
comprehension,0.0
comprehensiv,0.0
comprehensive,0.13
comprehensiveadjustment,0.0
comprehensiveincome,0.0
comprehensively,0.0
comprehensivelythrough,0.0
comprehensivemanagement,0.0
comprehensiveness,-0.0
comprehensiveservice,0.0
comprehenthrough,0.0
comprehsive,0.0
comprenaient,0.0
comprenait,0.0
comprenant,0.0
comprend,-0.01
comprendium,0.0
comprendre,-0.0
comprennent,0.0
compress,0.0
compressed,0.0
compressing,0.0
compression,0.15
compressive,0.0
compressor,0.05
compressors,0.0
comprido,0.01
comprinta,0.0
compris,0.01
comprise,-0.14
compriseactivitie,0.0
comprised,0.0
comprisethe,0.0
comprising,0.0
comprize,0.0
compro,0.0
compromise,0.0
compromising,0.0
compromiso,0.0
compréhensif,0.0
compréhension,0.0
compta,0.0
comptabilisation,-0.0
comptabilise,0.0
comptabiliser,0.0
comptabilisé,0.0
comptabilisée,0.0
comptabilisées,0.0
comptabilisés,0.0
comptability,0.0
comptabilité,0.0
comptable,0.0
comptables,0.0
comptait,0.0
comptant,0.0
comptdaer,0.0
compte,-0.02
comptent,0.0
compter,-0.0
compteurs,0.0
compton,0.0
comptroller,0.0
comptés,0.0
compucom,0.0
compugroup,0.0
compulsion,0.0
compulsive,0.0
compulsorily,-0.0
compulsory,-0.03
compund,0.0
compusa,0.0
compushare,0.0
computacenter,0.01
computation,0.0
computational,-0.0
computação,0.0
compute,0.0
computed,0.0
computel,-0.0
computer,-0.07
computerassiste,0.0
computerberatung,0.0
computerisation,0.0
computerised,0.0
computerization,0.0
computerize,0.0
computerized,0.0
computershare,0.0
computersoftware,0.0
computerwissenschaft,0.0
computerworld,0.0
computing,0.01
computreat,0.0
compuware,0.0
compétence,0.0
compétences,0.0
compétente,0.0
compétitif,0.0
compétitifs,0.0
compétitive,0.0
comrack,0.0
comrade,0.0
comsat,0.0
comsol,0.0
comstock,0.0
comsumer,0.0
comsumption,0.0
comsyt,0.0
comt,0.0
comtan,0.0
comtantm,0.0
comte,-0.0
comtesse,0.02
comto,0.0
comté,0.0
comulative,-0.01
comuna,0.0
comunicazione,0.0
comunicazioni,0.0
comvac,0.0
comvat,0.01
comvel,0.0
comventure,0.0
comycin,0.0
comércio,0.0
con,-0.04
cona,0.0
conacquisition,0.0
conad,0.0
conagra,0.0
conakry,0.01
conatus,0.0
conavix,0.0
conax,0.0
conazole,0.0
conbuilding,0.0
conca,0.0
concassage,0.0
concast,0.0
concave,0.0
conceal,0.0
concealer,0.0
concealment,0.0
concede,0.0
conceede,-0.0
conceicao,0.0
conceit,0.0
conceivable,-0.0
conceive,0.01
conceived,0.0
conceiving,0.0
concen,-0.01
concentr,0.01
concentrate,-0.06
concentrated,-0.0
concentratesit,0.0
concentrating,0.0
concentration,-0.0
concentrator,0.0
concentre,0.0
concentric,0.0
concentrically,0.0
concentron,0.0
concentré,0.0
concentrés,0.0
concepción,0.0
concept,-0.05
conceptin,0.0
conception,0.0
conceptional,0.0
conceptor,0.0
conceptual,0.0
conceptualisation,-0.02
conceptualise,0.0
conceptualization,0.0
conceptualize,0.0
conceptually,0.0
conceptus,0.0
concer,0.0
conceral,0.0
concere,0.0
concern,-0.12
concernand,0.0
concernant,0.0
concernantkpmg,0.0
concerne,-0.01
concerned,0.01
concernent,0.0
concernspeople,0.0
concerné,0.0
concernée,0.0
concernées,-0.0
concernés,-0.0
concert,0.02
concertation,-0.0
concerted,-0.0
concertgebouw,0.0
concertgoer,0.0
concerto,0.0
concesionaire,0.0
concession,0.02
concessionaire,0.0
concetta,0.0
concevoir,0.0
conch,0.01
conches,0.0
concierge,-0.0
conciergerie,0.0
conciliation,0.0
conciliatory,0.0
conciliazione,0.0
concise,-0.0
concisely,0.0
conclu,0.0
conclude,0.0
concluding,0.0
conclue,0.0
conclure,-0.0
conclus,0.0
conclusion,-0.0
conclusions,0.0
conclusive,0.0
conclusively,-0.0
conclusiveness,0.0
conclut,0.0
concolidate,0.0
concolidation,0.0
concom,0.0
concomitant,-0.0
